Open,High,Low,Close,Volume,MA_10,MA_50,Target
161.52484701306815,183.9305815121286,171.21459789782958,180.12992282662384,104448,111.48353796213215,196.02992133606966,0
145.92794609251075,138.1133380399836,122.99937601798433,150.67597578925768,135470,127.09841247950638,180.46879469038274,0
162.7000542257184,135.51533835740457,177.96887035152878,179.59554604368918,73325,104.05485353417004,132.97447182527054,1
168.873425730929,166.34289229777949,160.9450386325936,124.58095944795043,176035,100.28356018118801,187.92796453791166,1
105.03598365337959,185.867060800378,190.08906907109878,144.28518020040835,116606,103.57868566368404,103.09462247093396,0
180.80010893382746,192.4874896273255,103.9979380761612,140.14644438729044,159072,122.58719170696065,170.53272289912718,1
120.7168340230892,102.44035175948801,104.47007006838376,164.13531020709655,196738,141.87151972997006,105.13677624791626,1
110.7866522810286,157.90392103067217,126.99526008607388,166.12655943910556,179733,148.917322162889,132.57199522835288,1
128.35521011583833,184.30707293848354,137.27101750207456,107.0037347631516,41026,116.94080579766245,141.71386473723857,0
124.4568249065116,163.08426713800424,132.84832579613305,133.7395514104996,24365,183.9815980612368,167.09167138518723,0
120.52127599378619,184.45261016932307,192.59551746196888,154.0600773139942,28251,134.37552969977006,159.64046837534323,0
113.64687330901967,115.45417077620586,188.50968972697376,190.2459979604862,188022,100.5971546864353,140.63521232443682,0
176.71534482923383,190.9328183248511,154.63955266876044,191.87046639450554,72542,140.6675271323665,127.2589679378921,1
186.59460133296375,139.5861449208209,194.39631520653938,103.88406180625843,150762,186.8863382387621,147.3131032973517,1
124.82402789493369,183.90524155660177,114.86698533495904,148.81300645925103,152204,178.5934738111768,170.29835265062633,0
126.27419812234024,152.29306317086363,109.31885346212059,157.72665782580987,159928,166.21968699439827,119.44070709790316,1
162.18401945789324,106.28540085319142,137.2396556075661,143.45188346516875,55679,171.93942578456353,118.0721076515568,1
179.17742568939323,171.45209951480905,155.37503349288858,196.4698038495574,36559,142.43152246048598,197.06238656660827,0
131.8811139421581,137.3876364076988,105.53569805531403,108.28518812848513,45690,113.00979475478307,122.53125285897154,0
130.37068291213416,112.82675879705315,145.71804814975133,173.71295428011948,181492,108.06489315629372,111.62363289880997,0
122.97098030533718,155.0291504349328,182.36897686610388,105.48862840325019,24236,146.87240432797842,113.96401021545665,0
124.48438255318693,158.14721853490548,157.20643065091122,115.36733966998128,154428,197.85321836472525,196.24212341140256,1
122.67687038651698,136.52780446495333,179.30629263539225,139.40133727447417,26794,150.80189988853502,190.60728096252518,1
181.87070687621969,148.92784426530508,130.6084013603392,127.61687060837403,24032,182.69948079310944,180.870210506283,0
144.05183677330058,196.42908472865338,172.0430159899568,126.35047615498425,58212,153.41905902498473,116.16676629379276,0
132.77680044578375,178.6198487562972,115.36035109538881,176.92676718645038,198039,163.95278643701914,177.61424538149396,1
167.205323252523,137.29548593531032,117.50087847131384,118.48458767679587,61391,189.21533836781256,177.14790135656477,1
109.20778742342212,135.09077100104952,141.4878452228404,186.9504773320379,18877,171.20147376353336,122.69967113394787,1
152.0423294291772,181.11874684263307,106.55423085883915,111.87181005799184,48721,119.296297505122,195.5176158914392,0
135.14917158164104,120.25466804012025,104.61896171085657,183.99762261962388,169123,146.0018642322272,130.80051705467372,1
183.183171052438,113.3146380880593,156.8490579266312,107.89567739656266,139319,147.79461491639435,167.13821877747802,1
199.25168678193705,175.91685796402075,140.99516106809875,181.67723314544597,173026,149.9389146941047,123.72234091819647,0
186.59628080177689,118.06799646571838,122.26990660275563,145.2384847176076,168586,186.3102156333453,125.98046302487698,1
188.3607336982418,170.59417531382445,168.00723534566322,136.07196778681808,107969,176.21095107644857,183.44569499745836,0
140.97548192679486,164.03019311134398,164.50588666622193,197.19663024991274,46643,190.06708956565393,169.2829526221048,1
178.1122389281453,152.96660095815713,197.52054951982012,126.93944803365957,120841,190.03958712546896,140.1926690381733,1
116.50316353920161,141.75961684890274,132.86649894109036,187.94123220712757,12395,158.01571179973212,146.17888080837812,0
134.83039505197058,183.94883397671163,152.29103078602208,155.09055826227888,56592,132.6459124529861,139.03108299552036,1
109.35969845513284,128.06880891296572,134.52977480934786,134.46076243706534,65331,124.75533410800232,102.86717704018582,0
162.0759949936738,165.09370639909474,184.66829030374282,150.28015926228895,197132,195.9026306139245,169.65542176837374,0
164.08251969780102,115.83843184693387,156.30624112740674,130.26487929313424,42649,121.75051324880039,169.60794550692765,1
155.8784555084909,180.55858585416718,130.38575637616435,158.75687127371108,114281,171.81625036766212,192.10734953079628,1
192.4533427543575,144.71320417267506,143.38282046549122,198.2233090785009,31053,109.99877037377426,169.1024827736157,1
170.68187591909762,192.7588626096309,166.99020266359742,146.91137758349157,11869,134.12227088351466,167.96061239239071,1
178.5726174006395,181.3448141707891,109.17634138138092,186.70876632756494,116795,177.038737006655,183.88108213369946,1
192.6453715871715,188.8159377755465,121.02571803913425,136.61173090165403,191104,168.5731646223061,135.91141023308197,0
149.71283093248158,181.58712163591662,183.1816686778738,159.14911901285612,143673,119.00289838040024,124.40681830345437,1
185.5609185429634,139.49035472208126,167.90750539336597,134.69225234145688,172260,139.7933680818532,175.23268641118574,1
169.43227981819217,114.7661721880645,198.40921124183973,193.43330640288377,128480,116.79025752101649,139.73003873369012,1
194.35687427100385,120.26083744258864,115.47275882065614,169.39556767964496,138467,157.6454485599533,105.59951407673897,0
137.98849655370896,152.22758269186136,139.64277085135723,199.3920439226543,124280,116.2650874825476,161.43353233627587,1
169.21065383738843,187.02639154847054,180.53101915857405,186.363267580711,183617,111.70523281796228,100.50505915877767,0
133.01854634721053,130.92754445227504,194.28134755568527,111.20605156517583,135747,108.19641021919016,153.60566863005482,0
194.60991300733536,142.1355478012277,174.029661143414,110.4237215044983,34130,110.19834047137856,181.41397717858115,0
185.37893996086137,112.0463366733149,118.18429286661222,180.28137121797067,162483,164.22379925314056,171.8677039649184,1
112.7512381314956,134.53618577211472,166.04078165812078,161.2946289343884,190193,168.18769853140913,148.042369884852,1
131.53634022500816,198.5863844410834,173.92275328373273,182.9739809322868,74853,117.94016933393743,101.26629664730562,1
146.1097766407657,104.69176681369771,170.20617543994763,193.88533819967574,78802,102.01940360050624,184.19905249413955,0
137.27868022802045,169.10182767578277,175.46570507648187,195.77414084252547,51294,187.86585089389195,130.4355904239114,0
175.56986909451237,141.10582091313813,103.06296573739925,188.29450782214283,21846,113.74283371836516,127.50076374013855,0
176.7712390198148,153.56186057485482,132.31260394653188,151.00412402183989,170914,150.5846966603728,190.4386030910251,0
129.93520532670576,188.7526277152484,167.62862625606928,129.44843892646105,170629,106.04294743854746,153.43327412655378,0
152.07672700592715,143.4842867831519,169.57855740461486,105.68453597224983,39650,170.56747264346063,174.20351695680534,0
158.17546889823643,126.24516395543256,166.24780205319823,144.0935416412895,137761,166.4485697312865,145.28035007947608,1
192.1362203240506,136.96289289199046,160.1499268325745,192.83596773658562,104420,116.90270706649169,180.78249512439558,0
194.68016467683032,176.7615197105842,148.4793212261936,195.44496963068357,196065,181.0184544124899,161.51305567501026,1
178.31168952791927,120.27917482010233,184.03598065838946,156.03940673723852,152434,141.87041787030626,119.41807929586327,0
153.96267270522753,171.52416141758204,112.9358299561388,186.3315710501547,44712,164.50703967729748,174.56674378000332,0
130.29833635834927,184.01585780065957,149.46463339948215,109.8073160529418,134207,138.57234129784808,171.07916338680727,1
191.47900745552624,139.21803070943452,107.13808437944432,174.8127953958254,183585,161.6306232352236,128.05966090318393,0
123.68993913513793,192.6312782960337,121.39665701493877,103.8208560388554,88046,173.90566873096424,150.21076463687996,1
107.11192394356961,151.08221265025713,192.892269875718,121.77795079240428,95423,103.67117093879634,144.81890410588457,1
137.5856095366024,100.25102655453871,199.07952841316762,181.5437742816717,36165,168.99992793395342,150.52663006228832,0
192.61850252290682,160.39162488905657,180.3893792861308,128.3438246248969,51484,150.8229907435952,173.97575200693728,0
110.70023923263669,156.15222980468246,133.9104349262959,170.79990689619513,114685,183.52726144586194,135.11032576059972,0
180.28307387573773,122.0485521811062,156.20139307696064,137.9142395155987,181281,112.81644156375495,190.06601067950788,1
198.8001498020054,131.33303474778276,157.066158337915,189.5386755639089,170362,174.67331684197228,197.5189572376596,1
190.78485107976036,171.05720038572682,168.49341506090957,120.80443721237594,186008,104.58880589415229,150.85369417498566,1
155.2135465030138,168.18805534879942,189.78413365315967,197.76122302174028,155901,128.76082859960033,121.2778038377777,1
170.7540998013228,137.39379126160864,174.5696867110907,148.56332485112023,30837,179.50699333754318,148.71411387833027,0
162.57741384665422,157.6680696869778,106.2097640055719,119.1931037618632,47970,146.159368403624,130.2318605681645,0
162.35496925856884,195.24958025266307,173.85832813853767,169.9081502822707,181199,159.57621303062473,155.49132543222998,1
150.83714204196247,178.51252124509466,122.97827445463734,159.45862071332837,181527,166.1870818465257,141.10048397560104,1
151.06413505932707,127.62722245185805,117.14656347874538,170.26729065862932,109034,167.15758753625713,130.484316815018,0
165.59436089001946,168.2965604059155,168.8062605576717,122.26034917518888,91353,178.18387758490547,134.02613704739088,1
119.28001631306316,130.0634067272581,110.18154322610025,147.96632212693714,47934,161.93840373010443,139.63378047295112,1
176.6894230172786,172.21834691741782,153.90284968862883,142.40830560719846,27285,120.33200561049829,124.10866051469804,0
110.10950731274208,109.82436006228879,177.33696400545944,190.13448504942994,56962,129.0922170535207,142.4432003484415,0
108.06171877335987,175.60502441221038,102.35629220710155,163.4257028646602,142235,170.71634531023733,104.32730690326684,0
108.56740742772718,195.50627078725034,112.91623253092212,101.89490449354682,163237,131.21137374811434,179.12208305067787,1
142.270711448965,184.74395122880807,124.33266204453624,171.5652452340829,177258,177.60491864892947,103.22417155174783,0
132.16944683271484,107.59104507374757,115.54011913668573,100.56101222324382,100883,168.71108813572692,163.56882640077328,1
162.8788553662314,163.4486570821503,186.18971175874412,178.37037730501453,105210,196.71716562374084,166.3467591059877,1
110.70263384489624,127.0193611843493,141.96561726409675,143.19033152519955,109769,141.98532706340086,149.27408145072664,1
109.6533901600129,180.68532319778404,198.39688600683726,194.44328116810573,47233,111.74191734840079,162.47696839742324,0
189.62137060165722,179.1325252349431,171.89120267452498,174.39921506938902,160950,134.62251392073583,174.3915381652904,0
114.89426022260577,143.7148367306549,134.77627491531365,165.0410903485101,161802,127.512976626281,121.23699156930688,0
148.3107698877893,152.4427467368523,181.05831705563418,100.05840700344929,150795,189.1418980116922,109.35775867836597,1
173.7354529369275,154.85320439871796,140.906230764266,191.89418429618615,45168,154.18733075258552,187.35502366749552,1
161.75182095468244,182.9918400254322,151.05648433269474,122.6912787131995,102763,105.23006431146936,104.20171060859059,0
166.21841172155183,188.21998026789544,106.4394578103504,132.8945879634243,153617,198.05312120294616,184.32872226372638,1
136.88920887817153,132.94467971655712,148.19451000021854,183.56605888994233,81836,148.93388749238738,165.68649951289987,1
105.06321797557678,155.61791985358985,197.51602252768382,174.45705458301705,79749,169.42463755323854,142.31273968234316,1
123.92915444068112,195.53837026725404,107.0178514886214,143.73018304528512,178991,185.4639601823634,129.47309650023738,1
148.79891499466157,181.2060426244219,132.6861970610605,130.9943623005547,125392,190.02372491157223,104.37871435657968,0
184.78359451284354,153.8584847414801,146.6813343735186,179.08877793490677,194252,168.12698276879334,158.4641688743337,0
191.16413207800184,126.11242236350888,141.23575899960866,146.25115923050396,12624,120.10161538458524,188.96881964879665,1
112.97009067056811,109.44653838836416,154.96064223952487,145.16921286472717,137629,131.5207460431282,177.61128262195672,1
143.99351616328696,112.33852438989096,138.74277579481605,138.33764298862752,135295,117.06864476083308,187.02620139078954,0
117.1805476389803,177.55157754126304,170.50372711265436,185.76689150942616,108366,165.55047903353022,167.47417970011907,1
144.5989713770275,112.2623933970095,116.78609631931909,169.94242887932725,132023,174.89437003764886,159.25150110316898,0
128.88037050945982,161.118073400882,153.09799008005982,124.39418274437087,46638,157.87971302807424,125.50431661908965,1
160.0116449029415,119.73675757794403,112.79345401562891,194.95950683835514,130261,119.02513145267885,159.69626308925763,0
195.04039664871783,158.83943138150332,160.76712884422977,101.36869784352224,180137,169.20099690609902,109.86247068889207,1
147.60037263799902,161.01854188012402,127.60275915922205,178.34955781969666,127533,179.06195372551167,159.71613642968623,1
180.7948485450559,102.3101972769245,192.67480074652144,185.69234229825622,19199,125.5067824007098,150.64521985061327,0
123.57468135124729,121.91266808231043,110.22842732115437,105.95730446621357,189804,196.4707342107236,165.7182141516053,1
143.08494219167036,173.52537113108704,183.20721555706822,138.39850149973665,193081,155.16536143898267,179.99684911327046,1
136.55946342428152,160.49862496865916,199.97592776458467,131.2508070364807,11918,158.22747534163867,116.5244492038378,0
144.85546294514592,125.44920237870458,124.06475201426638,171.8520904272795,81361,146.4222654170068,143.60999233324947,0
186.26367596290993,128.08040464823796,142.48534639506548,182.3164981711334,40443,143.84508729734014,106.20667728050535,0
146.00355230765217,106.40491688857708,144.17708950738654,105.93412678004569,142849,122.36265830897256,191.1690115139146,0
170.6258936723397,177.02569741094965,129.2855740809512,198.73648807603152,34324,119.04966160516008,190.18107762546902,0
110.40611871605455,118.07147274846488,130.1575425116658,132.67142771456585,15140,163.07678108218477,160.31472728540402,0
163.28152534184426,158.28079599247002,167.23767652051768,133.49411300611564,50845,196.5616001710081,191.93718664961435,1
188.9288337702987,146.37255340346445,100.64074048728848,101.09935170784064,101867,152.96884358651658,118.61292322798496,1
199.27236786294162,140.66556107023646,156.11055340044413,148.34499268958248,185827,137.08035452782846,176.84404783955,1
197.98194123804902,120.84933009869094,165.12488491526807,195.2289085576233,121190,172.14935460298562,186.36217171950264,1
181.1589260792527,194.88579672914142,114.35343727050392,155.92970302223597,171337,186.56280845514448,188.19903893213726,1
189.56338903122054,168.51298600957244,166.5178454105997,163.70991416848912,37478,138.20847333184162,192.44016430460343,1
194.89013785222667,196.46056394901183,163.70491843324305,189.0941879060712,103115,142.00978275715772,121.16196662814696,0
178.45168260464237,128.05181169292675,172.46369380403422,151.1219113699949,41562,110.15007851824173,176.9496372085361,0
102.1265747916239,161.36292609799733,186.28656734838967,148.3997609983594,141656,153.72791972505902,137.12961591130528,1
128.09196715782136,123.66101636778463,131.09069536143244,144.2883994497324,108089,144.77141191263271,146.86233301202043,1
165.07568895654143,104.40884976099387,106.21307153720547,107.43947170897881,83783,124.54920505572574,199.45273382674515,0
118.80789157786452,186.96366454718873,150.65941183800308,198.7349250211984,99513,147.03366127309158,188.98229660439492,1
105.64375198079976,137.69728175657656,180.38916365441102,117.10934405534982,19380,138.0218074088744,194.87109939797116,0
115.58199262497197,136.17097365561153,177.09433124232197,183.1774330160116,54292,155.88610125227825,156.94284808182206,0
122.35963828538887,155.42599169266745,113.97887048138513,178.6180378123623,32923,129.69632033268226,152.07687750136932,0
178.98038735894323,186.32696768202624,195.8705863947212,182.3607598548203,77129,161.0586919025908,111.91418842320249,0
135.52208505163566,158.82625420090818,120.8438877156521,109.76082616940562,182733,142.19094663903326,110.92722963444693,0
150.9089764681364,119.75322541027326,191.23062068906466,107.59541857421159,74151,165.71213414816225,101.06960515105615,1
103.25220968007054,175.5460282139598,180.98530460445608,190.71807003024702,81752,189.27400405505404,143.7333383682256,0
173.31417257573884,117.56660525368753,104.54332934360274,120.73088742623777,64861,126.85174641359812,113.38986138193758,0
145.24118387229262,166.50503080523833,126.55681174113711,108.45568580015957,52136,126.34846882250484,135.2124049282191,0
111.01882576064054,148.7544564883188,159.44181298664245,196.35525354297815,48265,165.68897971170298,120.37234933620998,1
135.44526444872037,121.43022540434036,174.81988068498868,125.07421375348098,71984,118.15246620546438,104.96056651464122,0
154.59306922185317,135.0871526677057,137.51527875788568,187.17376489112235,158580,102.41626422406462,100.05360181885307,1
172.25531274011166,140.62560179755243,182.9562562753095,145.29949062728463,128695,172.9101637567443,108.40067852036519,1
188.82310984436356,108.48774522526327,148.45881787355813,122.23986263402752,45154,190.91611749698797,155.88698491520626,1
113.16713030346901,135.65265256510148,151.83341274842468,139.01724962653145,69130,105.81320453233437,114.71518283412884,0
156.6658696276058,168.29922565254614,127.6726496279531,199.79269397389942,156783,103.89591661423876,166.9063601928248,0
191.45478751904886,124.33913819479505,192.51282804618114,129.16940402533854,191065,109.4823900417941,123.3075785373392,0
103.02821048622913,172.4970126952142,192.65523869802124,140.21901897326285,139050,137.39294750426916,119.92799369166325,1
171.00725221129315,101.8098412869504,100.54070786140795,179.92385085312088,95185,199.50988111294592,134.70527280677342,1
169.58553961543868,188.29714644147856,115.77062449157401,167.04002078245406,178477,170.3383129242796,165.95341546470007,0
119.88029131025681,114.1008401311688,123.27910320001479,131.9921077522606,65008,128.38604181644288,133.40596422497364,0
150.32879512250574,131.3609637400231,198.5396376883793,184.74043627228667,57320,110.6509506635428,183.54854575481158,0
100.72882318751705,125.59620311161592,176.8855972080661,114.13013397773744,69883,184.00798417353735,104.97281687214168,0
119.97941278277385,116.32221834468046,124.35406905404254,129.78929551094407,93017,168.3049503643051,185.72846633604976,0
156.77636946244297,178.1823770964925,193.6218724658222,164.14030253799405,50235,152.1514629717416,157.55547429236896,0
171.33186089493324,118.97322350457405,116.1982943366674,126.905769856731,197683,103.65689683321406,151.3035691855026,0
127.09356077268663,164.27485116590952,138.69728591101358,115.40362468161328,96008,124.74780323646355,109.99404390299071,0
117.50586460487767,112.59289920188354,130.91193802544197,153.7825536838056,174131,189.2851419333702,150.38245716707993,0
168.6717476994778,173.5848863876839,181.11107215549507,137.7544734349573,132288,131.22179536972615,100.77947786444561,0
130.86068732211933,163.22171761598003,112.7614679980966,127.17328275852225,194407,144.21631996336885,133.95696896640519,1
144.73261756522425,111.62343371697939,117.41773382163574,118.13601285295789,85587,155.8950051014587,145.74940154865072,0
153.08279297397902,151.59218477366048,122.01348085938068,110.43025307755107,75768,184.6604787406152,186.23447090794485,0
116.24715253954784,195.341118883021,150.72688289789818,164.59669189599913,52794,170.2701416300564,140.9232876418594,1
175.04135143156213,108.11953131649562,110.81744372884992,150.2838024058832,95705,133.74353408317498,143.27554163863098,1
113.41654903988214,174.5699175599338,146.34043627208834,170.73965637451937,83548,149.09991105572385,132.5534785395975,1
171.8182036729704,184.391657075674,164.987189730107,127.1167300181124,64785,117.47631682598592,130.73273782594976,0
109.15247267678714,130.50625316776572,195.21796944598253,121.94760759173026,108624,180.35663288745474,111.59216326463942,1
166.72060443667112,182.01997808355515,160.68331907600103,104.97503418153056,141126,104.79033102193227,113.4141579835231,0
188.43217335604464,150.76910885031668,126.92319984217322,186.95883795519418,156809,142.64377381425837,186.4398541565088,0
114.91431628320174,177.72022193604624,185.10778403644682,102.66170808793304,66449,127.8422059491107,108.65688213158947,0
112.80160009120172,150.33375537082918,171.9992076259824,132.46342095516286,51905,184.50921563801313,104.47283338841466,0
103.73062259135078,134.50014767827219,166.3579050671588,170.22523413861194,66578,186.8531758027713,114.25312737577484,1
110.28610505403401,192.96195753809883,179.3454741764639,153.12185104231028,157398,166.76148399629506,161.9246917684851,0
179.72901316945857,162.89938062788212,195.2164358592398,128.72357888074887,11045,131.93147404461814,135.8657831356095,0
143.51090348416386,199.91272309853355,189.45684885801302,116.90607344077307,139241,156.61077915253964,107.17669768406253,1
111.8037168661471,194.49468717788574,153.44657677720193,175.87378023154196,85442,116.50811168322792,178.00699104027,1
181.3720780091779,106.12713076757977,199.24682559243422,148.0182771482849,103735,157.88782834284305,145.88902062178417,0
132.8703208906503,194.22390541006274,117.89266224887274,139.135447070027,58492,113.88496155920035,133.59721076273712,0
164.91523882474678,172.76713362821243,121.05782462590231,156.8214550562372,123040,191.63211813717706,197.36623833919919,1
166.33443451611973,193.09252337480763,198.26147176237788,135.21523802306834,172832,131.11801953182987,144.40267234143747,1
199.35852710307907,159.43404450738993,154.77019930798107,170.62524526461107,74784,174.5984832246683,120.68438938200686,0
125.53631240182963,102.29428234135061,153.73428230644686,152.47484716902127,17365,196.46130747673755,135.25177786797445,1
160.71120704918368,130.00785603272914,176.17348945041772,185.0428075338839,61542,198.79890458084944,114.68452519270441,1
154.82509832388868,185.2592765846183,143.83635196260582,140.99515590191044,148314,166.4148415165704,100.94316272011358,0
171.46583836271913,131.04785440909458,176.04954484409694,158.4296463527606,88931,111.18235021099926,134.81225618082956,1
118.0768753396622,140.5634734105452,106.1092048288366,193.03146141396985,73731,132.85066977379552,173.49785036604817,0
175.2870649769756,136.30378640593466,174.6349323277498,147.60010620410787,48288,109.85664629428786,159.512884014061,1
149.01808904313927,194.50707939337786,169.9254954267705,193.42802707304816,172205,170.04622773594332,177.71068520864299,1
119.84844554191659,102.47886356760347,155.00738346410571,180.73631287005054,188841,152.65751293948173,170.55842321221968,1
169.9725375071305,101.85613810257479,185.03115295127475,142.55753442541703,46888,168.0547742466764,137.66741368384268,1
138.2450764878031,132.166333270748,175.81699390998824,162.47554512624333,68928,171.30427160783853,169.43829595444655,1
140.13268471087127,193.40009534167655,125.05480063805098,168.92269551659268,178781,132.11043630482106,112.41642562962907,1
115.16330632351458,129.45942173346026,124.18921492195015,129.36937150188453,186073,164.33346233812313,132.84398784871743,1
148.62710900496435,112.92838122442677,159.55905858799855,193.70630747885434,176702,157.8919888645607,132.66913951975164,0
116.13805272098773,123.93198525193574,143.7487892589244,187.68185456851808,29392,112.27669888948452,166.78611130074506,0
104.75191163728047,101.5680898164126,108.77044492499044,136.5025085405874,132398,199.0673590482728,177.8156566051182,1
163.80214517347326,170.83163504043847,106.8290812777019,114.2349291477493,67427,101.44855884452085,124.47785011063829,0
193.14857915606538,104.37616996747178,150.82664627256253,194.0447386020286,66030,193.51460576007702,161.25192369948792,0
191.330550699791,113.33043600461895,106.20679784432755,107.31343355323857,87392,133.78293580879583,195.06423258050546,0
133.53196522504862,136.88592408468998,180.19251134166242,114.83006739245167,132086,125.69079602737814,124.07044022026284,1
110.98092312948131,124.47854549745821,179.64258580491133,168.74313794702414,13341,167.2276059394838,123.1400630247081,1
102.60310833441115,180.51062169337837,190.14921899670824,142.0554878285668,155321,171.7442194975037,123.46549499544668,0
194.01542746023605,173.83314382656513,153.91050831748169,128.2673879009156,175718,132.80432595221274,107.4806698540618,0
140.24178347636638,104.88126079196466,196.54813891204884,176.6286683718954,114101,162.76723479957337,181.80239944952504,0
163.0696990967591,183.80715107818872,196.69387715475494,127.62747773640143,37535,169.80593759731266,195.80564220654645,1
115.50563494662788,120.9771182497293,151.79995254481346,119.78220527091224,80027,182.29109036468031,172.87403393869567,0
143.59513267971482,177.48307099728737,154.15941762948515,110.52549893760482,105097,111.589455268372,165.8946736961713,1
178.96768698101334,151.22726001830364,124.94864552471333,174.2526393933116,77668,126.98715562175133,150.90394606074796,1
142.03165696212807,102.39786773901754,157.90811706543278,104.0850169811466,114877,160.9373333391932,100.37930838198686,1
132.79255406682205,137.73849796933612,121.11233827224773,118.67415396551996,132612,191.21232437277013,134.1079736788917,1
164.32580647392513,108.36335998849492,158.25808231087737,110.48262290751664,142792,176.0564659887891,148.21960064122857,0
123.18954805651789,112.78600882727466,170.83310619679634,131.758534869847,185987,169.01671603207274,160.45891348147006,0
172.58539553643533,108.00396760864001,155.38873857209842,124.3577038570569,108061,186.04614003618025,153.44781883806854,0
110.0345374217155,128.096260899326,158.88841216587366,102.04068193938394,137182,163.76957562510373,142.48082650304138,0
121.6050110131336,153.6644193733922,102.82414886167211,120.60045009868104,51423,178.60822563955514,137.98001261463457,1
148.26420330158513,164.50597510356832,169.13096744294785,153.02016002151004,34995,198.57805004016592,192.53580127275376,1
156.99755821241314,164.94636311181347,111.42694982257471,192.316374555096,21634,154.99248543296702,154.28050941789198,0
178.12000180775397,104.95079883783696,183.80931730450484,113.76897401764543,83971,186.64405761027365,158.5940070326614,1
159.58797917124366,152.97754624428524,183.3016160552395,125.75094282089401,74791,176.43870132829056,124.18062089124952,0
100.51606774501461,113.36760109428585,112.46246494317292,110.66350286531356,11234,162.2373194639019,146.48294295711224,0
178.70760155551503,114.24601717728267,156.76283539706958,187.88671253846866,11324,122.90039897845111,145.10111226535358,1
109.86370373478123,164.38581242085382,109.39865593669799,133.17753865608,113376,136.2096153914507,124.4957732275596,1
118.78693391804197,176.01770363958343,171.55077090822448,105.08292033035586,36598,113.80721486989407,132.05767704378152,0
174.7254823214823,134.30812698119118,127.70948899326096,125.41016147280399,170688,138.6292064623116,163.2652931829315,0
189.1803366292434,132.35349363443282,157.8375968087252,172.72921085969074,49319,119.46863366561146,142.94975122211332,0
127.24544586461687,137.72381132155147,123.84307199273854,172.22426103355508,190625,159.98063179125847,199.13443958666915,1
112.9364042842422,130.68869548156374,130.50135091476807,168.63045822552985,185786,110.80144965133002,111.37986564808142,1
180.1013304873485,188.23002381680303,113.54730370206957,146.75667850112518,186783,177.46502656008124,152.95310859563796,1
188.64947504701314,160.98930352852497,154.10125778449193,148.58604325529816,128465,164.12784489044188,181.5443487208638,1
120.32176024230901,104.69348692873811,167.58941899122783,143.2911661701691,196029,168.8369095655351,182.23738381616565,1
146.38209152642546,147.32028503294185,173.66831097424176,152.31413831635692,85794,178.08104067931146,155.1502037093052,1
191.04369739266843,180.74377953326615,136.58848580560976,140.79194846673207,13355,160.8615859236099,161.63989448407943,1
180.87511001234355,198.47350941478948,143.36894962103966,132.44630324103287,76157,112.75520981450899,147.94752364927643,1
190.6244774999472,194.02638555490577,130.27648470689365,131.37276659768492,99006,157.1502073059437,157.91714401585514,1
